"Step","Conv-Plain-56Layers - gradients/layer3.0.conv1.weight"
"2597","{""_type"":""histogram"",""values"":[1,0,0,1,0,4,4,2,1,3,4,4,8,6,16,18,13,40,50,61,88,134,180,246,300,427,500,648,841,1031,1288,1465,1633,1583,1466,1290,1056,875,722,540,445,330,283,205,157,114,107,56,45,31,27,21,13,13,12,6,7,4,2,2,1,1,0,1],""bins"":[-0.008253611624240875,-0.008003786831977777,-0.007753962039714679,-0.007504137247451581,-0.007254312455188483,-0.007004487662925385,-0.006754662870662287,-0.006504838078399189,-0.006255013286136091,-0.006005188493872993,-0.005755363701609895,-0.005505538909346797,-0.0052557141170836985,-0.0050058893248206005,-0.004756064532557502,-0.004506239740294404,-0.004256414948031306,-0.004006590155768208,-0.00375676536350511,-0.003506940571242012,-0.003257115778978914,-0.003007290986715816,-0.002757466194452718,-0.00250764140218962,-0.0022578166099265218,-0.0020079918176634237,-0.0017581670254003257,-0.0015083422331372276,-0.0012585174408741295,-0.0010086926486110315,-0.0007588678563479334,-0.0005090430640848354,-0.0002592182718217373,-0.000009393479558639228,0.00024043131270445883,0.0004902561049675569,0.000740080897230655,0.000989905689493753,0.001239730481756851,0.0014895552740199491,0.0017393800662830472,0.0019892048585461453,0.0022390296508092433,0.0024888544430723414,0.0027386792353354394,0.0029885040275985375,0.0032383288198616356,0.0034881536121247336,0.0037379784043878317,0.00398780319665093,0.004237627988914028,0.004487452781177126,0.004737277573440224,0.004987102365703322,0.00523692715796642,0.005486751950229518,0.005736576742492616,0.005986401534755714,0.006236226327018812,0.00648605111928191,0.006735875911545008,0.0069857007038081065,0.0072355254960712045,0.007485350288334303,0.007735175080597401]}"
"2606","{""values"":[1,0,0,0,0,0,0,1,0,0,1,1,1,0,2,4,2,4,6,3,11,6,16,11,25,36,50,67,94,132,181,259,379,554,682,898,1058,1264,1470,1721,1680,1568,1438,1124,905,785,547,446,332,196,139,113,63,43,27,21,19,12,14,5,4,5,3,3],""_type"":""histogram"",""bins"":[-0.007954634726047516,-0.0077556462929351255,-0.007556657859822735,-0.007357669426710345,-0.0071586809935979545,-0.006959692560485564,-0.006760704127373174,-0.0065617156942607835,-0.006362727261148393,-0.006163738828036003,-0.0059647503949236125,-0.005765761961811222,-0.005566773528698832,-0.0053677850955864415,-0.005168796662474051,-0.004969808229361661,-0.0047708197962492704,-0.00457183136313688,-0.00437284293002449,-0.004173854496912099,-0.003974866063799709,-0.0037758776306873187,-0.0035768891975749284,-0.003377900764462538,-0.0031789123313501477,-0.0029799238982377574,-0.002780935465125367,-0.0025819470320129767,-0.0023829585989005864,-0.002183970165788196,-0.0019849817326758057,-0.0017859932995634153,-0.001587004866451025,-0.0013880164333386347,-0.0011890280002262443,-0.000990039567113854,-0.0007910511340014637,-0.0005920627008890733,-0.000393074267776683,-0.00019408583466429263,0.000004902598448097706,0.00020389103156048805,0.0004028794646728784,0.0006018678977852687,0.0008008563308976591,0.0009998447640100494,0.0011988331971224397,0.00139782163023483,0.0015968100633472204,0.0017957984964596108,0.001994786929572001,0.0021937753626843914,0.0023927637957967818,0.002591752228909172,0.0027907406620215625,0.002989729095133953,0.003188717528246343,0.0033877059613587335,0.003586694394471124,0.003785682827583514,0.0039846712606959045,0.004183659693808295,0.004382648126920685,0.0045816365600330755,0.004780624993145466]}"
"2616","{""_type"":""histogram"",""values"":[1,0,0,0,0,0,1,0,2,2,1,2,4,4,5,15,10,30,25,36,54,67,108,178,237,320,540,727,937,1144,1314,1682,1807,1852,1702,1429,1178,828,576,479,351,245,169,126,68,45,34,30,26,10,9,5,4,3,3,2,0,1,1,0,0,1,0,2],""bins"":[-0.009864779189229012,-0.009565905202180147,-0.009267031215131283,-0.008968157228082418,-0.008669283241033554,-0.00837040925398469,-0.008071535266935825,-0.007772661279886961,-0.007473787292838097,-0.007174913305789232,-0.006876039318740368,-0.0065771653316915035,-0.006278291344642639,-0.005979417357593775,-0.00568054337054491,-0.005381669383496046,-0.005082795396447182,-0.004783921409398317,-0.004485047422349453,-0.004186173435300589,-0.0038872994482517242,-0.00358842546120286,-0.0032895514741539955,-0.002990677487105131,-0.002691803500056267,-0.0023929295130074024,-0.002094055525958538,-0.0017951815389096737,-0.0014963075518608093,-0.001197433564811945,-0.0008985595777630806,-0.0005996855907142162,-0.00030081160366535187,-0.000001937616616487503,0.00029693637043237686,0.0005958103574812412,0.0008946843445301056,0.00119355833157897,0.0014924323186278343,0.0017913063056766987,0.002090180292725563,0.0023890542797744274,0.0026879282668232918,0.002986802253872156,0.0032856762409210205,0.003584550227969885,0.0038834242150187492,0.004182298202067614,0.004481172189116478,0.004780046176165342,0.005078920163214207,0.005377794150263071,0.005676668137311935,0.0059755421243608,0.006274416111409664,0.0065732900984585285,0.006872164085507393,0.007171038072556257,0.007469912059605122,0.007768786046653986,0.00806766003370285,0.008366534020751715,0.008665408007800579,0.008964281994849443,0.009263155981898308]}"
"2625","{""_type"":""histogram"",""values"":[1,0,0,1,2,1,4,0,2,6,6,10,9,15,18,22,29,46,56,83,116,131,204,242,328,426,527,735,894,1100,1354,1507,1603,1613,1517,1239,1048,803,655,537,378,309,219,144,122,80,64,51,38,38,16,15,18,9,13,8,8,4,5,1,0,0,1,1],""bins"":[-0.006312423851341009,-0.006119922058132943,-0.005927420264924876,-0.00573491847171681,-0.005542416678508744,-0.005349914885300677,-0.005157413092092611,-0.0049649112988845445,-0.004772409505676478,-0.004579907712468412,-0.004387405919260345,-0.004194904126052279,-0.004002402332844213,-0.0038099005396361463,-0.00361739874642808,-0.0034248969532200135,-0.003232395160011947,-0.0030398933668038808,-0.0028473915735958144,-0.002654889780387748,-0.0024623879871796817,-0.0022698861939716153,-0.002077384400763549,-0.0018848826075554825,-0.0016923808143474162,-0.0014998790211393498,-0.0013073772279312834,-0.001114875434723217,-0.0009223736415151507,-0.0007298718483070843,-0.0005373700550990179,-0.00034486826189095154,-0.00015236646868288517,0.000040135324525181204,0.00023263711773324758,0.00042513891094131395,0.0006176407041493803,0.0008101424973574467,0.001002644290565513,0.0011951460837735794,0.0013876478769816458,0.0015801496701897122,0.0017726514633977786,0.001965153256605845,0.0021576550498139113,0.0023501568430219777,0.002542658636230044,0.0027351604294381104,0.002927662222646177,0.003120164015854243,0.0033126658090623096,0.003505167602270376,0.0036976693954784423,0.0038901711886865087,0.004082672981894575,0.004275174775102641,0.004467676568310708,0.004660178361518774,0.0048526801547268406,0.005045181947934907,0.005237683741142973,0.00543018553435104,0.005622687327559106,0.005815189120767172,0.006007690913975239]}"
"2634","{""_type"":""histogram"",""values"":[1,0,1,0,0,1,0,0,2,0,2,2,3,6,0,14,10,15,20,21,36,65,75,120,143,207,261,361,477,608,823,1037,1386,1584,1796,1828,1744,1491,1125,834,598,499,326,231,174,134,89,73,67,38,35,23,10,6,9,8,3,2,2,3,2,0,0,1],""bins"":[-0.009204817935824394,-0.008941555548517499,-0.008678293161210604,-0.008415030773903709,-0.008151768386596814,-0.007888505999289919,-0.007625243611983024,-0.0073619812246761285,-0.007098718837369233,-0.006835456450062338,-0.006572194062755443,-0.006308931675448548,-0.006045669288141653,-0.005782406900834758,-0.005519144513527863,-0.005255882126220968,-0.0049926197389140725,-0.004729357351607177,-0.004466094964300282,-0.004202832576993387,-0.003939570189686492,-0.003676307802379597,-0.003413045415072702,-0.0031497830277658068,-0.0028865206404589117,-0.0026232582531520166,-0.0023599958658451214,-0.0020967334785382263,-0.0018334710912313312,-0.0015702087039244361,-0.001306946316617541,-0.001043683929310646,-0.0007804215420037508,-0.0005171591546968557,-0.0002538967673899606,0.00000936561991693452,0.0002726280072238296,0.0005358903945307247,0.0007991527818376198,0.001062415169144515,0.00132567755645141,0.0015889399437583052,0.0018522023310652003,0.0021154647183720954,0.0023787271056789905,0.0026419894929858856,0.0029052518802927807,0.003168514267599676,0.003431776654906571,0.003695039042213466,0.003958301429520361,0.004221563816827256,0.004484826204134151,0.0047480885914410464,0.0050113509787479416,0.005274613366054837,0.005537875753361732,0.005801138140668627,0.006064400527975522,0.006327662915282417,0.006590925302589312,0.006854187689896207,0.007117450077203102,0.0073807124645099975,0.007643974851816893]}"
"2644","{""values"":[1,1,0,0,1,0,0,2,1,1,4,1,5,4,8,10,15,13,19,19,39,46,75,77,107,140,194,276,364,457,597,802,1002,1170,1415,1570,1630,1558,1390,1185,964,784,605,452,339,261,221,146,105,89,67,49,44,27,10,16,16,13,8,6,3,1,2,5],""_type"":""histogram"",""bins"":[-0.0065201944671571255,-0.0063428837165702134,-0.006165572965983301,-0.005988262215396389,-0.005810951464809477,-0.005633640714222565,-0.005456329963635653,-0.005279019213048741,-0.005101708462461829,-0.004924397711874917,-0.004747086961288005,-0.004569776210701093,-0.004392465460114181,-0.004215154709527269,-0.004037843958940357,-0.003860533208353445,-0.003683222457766533,-0.003505911707179621,-0.003328600956592709,-0.003151290206005797,-0.0029739794554188848,-0.0027966687048319727,-0.0026193579542450607,-0.0024420472036581486,-0.0022647364530712366,-0.0020874257024843246,-0.0019101149518974125,-0.0017328042013105005,-0.0015554934507235885,-0.0013781827001366764,-0.0012008719495497644,-0.0010235611989628524,-0.0008462504483759403,-0.0006689396977890283,-0.0004916289472021163,-0.0003143181966152042,-0.00013700744602829218,0.00004030330455861986,0.0002176140551455319,0.00039492480573244393,0.000572235556319356,0.000749546306906268,0.00092685705749318,0.001104167808080092,0.0012814785586670041,0.0014587893092539161,0.0016361000598408282,0.0018134108104277402,0.0019907215610146523,0.0021680323116015643,0.0023453430621884763,0.0025226538127753884,0.0026999645633623004,0.0028772753139492124,0.0030545860645361245,0.0032318968151230365,0.0034092075657099485,0.0035865183162968606,0.0037638290668837726,0.003941139817470685,0.004118450568057597,0.004295761318644509,0.004473072069231421,0.004650382819818333,0.004827693570405245]}"
"2653","{""_type"":""histogram"",""values"":[2,2,1,1,2,3,4,4,8,4,18,6,20,37,54,70,103,119,192,272,348,510,584,824,1082,1320,1580,1721,1811,1789,1502,1148,931,713,470,319,231,179,136,100,59,44,31,26,13,4,10,9,1,4,5,0,1,0,1,1,1,0,0,1,0,0,0,1],""bins"":[-0.00580877810716629,-0.005603053294180427,-0.005397328481194563,-0.0051916036682087,-0.004985878855222836,-0.004780154042236973,-0.004574429229251109,-0.0043687044162652455,-0.004162979603279382,-0.0039572547902935185,-0.003751529977307655,-0.0035458051643217914,-0.003340080351335928,-0.0031343555383500643,-0.0029286307253642008,-0.0027229059123783372,-0.0025171810993924737,-0.00231145628640661,-0.0021057314734207466,-0.001900006660434883,-0.0016942818474490196,-0.001488557034463156,-0.0012828322214772925,-0.001077107408491429,-0.0008713825955055654,-0.0006656577825197019,-0.00045993296953383833,-0.0002542081565479748,-0.00004848334356211126,0.00015724146942375228,0.0003629662824096158,0.0005686910953954794,0.0007744159083813429,0.0009801407213672064,0.00118586553435307,0.0013915903473389335,0.001597315160324797,0.0018030399733106606,0.002008764786296524,0.0022144895992823876,0.002420214412268251,0.0026259392252541147,0.0028316640382399783,0.003037388851225842,0.0032431136642117053,0.003448838477197569,0.0036545632901834324,0.003860288103169296,0.0040660129161551595,0.004271737729141023,0.0044774625421268865,0.00468318735511275,0.004888912168098614,0.005094636981084477,0.005300361794070341,0.005506086607056204,0.005711811420042068,0.005917536233027931,0.006123261046013795,0.006328985858999658,0.006534710671985522,0.0067404354849713854,0.006946160297957249,0.0071518851109431125,0.007357609923928976]}"
"2662","{""_type"":""histogram"",""values"":[3,3,5,6,6,1,6,8,7,6,14,13,52,39,50,96,119,141,256,321,423,609,772,1058,1337,1595,1790,1843,1687,1464,1209,884,696,510,329,242,202,136,127,100,63,52,43,30,20,21,12,6,4,6,4,2,1,0,1,0,0,0,0,0,1,0,0,1],""bins"":[-0.008189951069653034,-0.007891568806371652,-0.007593186543090269,-0.007294804279808886,-0.006996422016527504,-0.006698039753246121,-0.0063996574899647385,-0.006101275226683356,-0.005802892963401973,-0.005504510700120591,-0.005206128436839208,-0.004907746173557825,-0.004609363910276443,-0.00431098164699506,-0.0040125993837136775,-0.003714217120432295,-0.0034158348571509123,-0.0031174525938695297,-0.002819070330588147,-0.0025206880673067644,-0.002222305804025382,-0.0019239235407439992,-0.0016255412774626166,-0.001327159014181234,-0.0010287767508998513,-0.0007303944876184687,-0.0004320122243370861,-0.00013362996105570346,0.00016475230222567916,0.0004631345655070618,0.0007615168287884444,0.001059899092069827,0.0013582813553512096,0.0016566636186325923,0.001955045881913975,0.0022534281451953575,0.00255181040847674,0.0028501926717581227,0.0031485749350395054,0.003446957198320888,0.0037453394616022706,0.004043721724883653,0.004342103988165036,0.0046404862514464185,0.004938868514727801,0.005237250778009184,0.005535633041290566,0.005834015304571949,0.0061323975678533316,0.006430779831134714,0.006729162094416097,0.007027544357697479,0.007325926620978862,0.007624308884260245,0.007922691147541627,0.00822107341082301,0.008519455674104393,0.008817837937385775,0.009116220200667158,0.00941460246394854,0.009712984727229923,0.010011366990511306,0.010309749253792688,0.010608131517074071,0.010906513780355453]}"
"2671","{""_type"":""histogram"",""values"":[2,0,0,2,1,1,6,1,1,4,7,5,10,16,14,28,44,50,72,80,107,122,187,263,311,445,618,716,909,1158,1316,1484,1551,1531,1442,1273,1032,813,676,526,407,297,229,178,118,89,61,55,37,34,18,15,12,8,12,5,13,4,6,6,1,2,0,1],""bins"":[-0.007177124731242657,-0.006959968784940429,-0.006742812838638201,-0.006525656892335974,-0.006308500946033746,-0.006091344999731518,-0.005874189053429291,-0.005657033107127063,-0.005439877160824835,-0.005222721214522608,-0.00500556526822038,-0.004788409321918152,-0.004571253375615925,-0.004354097429313697,-0.004136941483011469,-0.003919785536709242,-0.003702629590407014,-0.0034854736441047862,-0.0032683176978025585,-0.003051161751500331,-0.002834005805198103,-0.0026168498588958755,-0.002399693912593648,-0.00218253796629142,-0.0019653820199891925,-0.0017482260736869648,-0.0015310701273847371,-0.0013139141810825095,-0.0010967582347802818,-0.0008796022884780541,-0.0006624463421758264,-0.00044529039587359875,-0.00022813444957137108,-0.000010978503269143403,0.00020617744303308427,0.00042333338933531195,0.0006404893356375396,0.0008576452819397673,0.001074801228241995,0.0012919571745442227,0.0015091131208464503,0.001726269067148678,0.0019434250134509057,0.0021605809597531334,0.002377736906055361,0.0025948928523575887,0.0028120487986598164,0.003029204744962044,0.0032463606912642717,0.0034635166375664994,0.003680672583868727,0.0038978285301709548,0.0041149844764731824,0.00433214042277541,0.004549296369077638,0.0047664523153798655,0.004983608261682093,0.005200764207984321,0.0054179201542865485,0.005635076100588776,0.005852232046891004,0.0060693879931932315,0.006286543939495459,0.006503699885797687,0.0067208558320999146]}"
"2681","{""values"":[1,0,0,0,0,0,0,0,0,0,1,1,2,0,1,2,1,3,0,4,7,7,13,26,25,46,50,100,151,174,293,423,593,837,1151,1478,1857,2045,2079,1838,1547,1115,839,578,406,261,172,121,72,38,24,21,11,4,4,4,1,1,1,1,0,1,0,1],""_type"":""histogram"",""bins"":[-0.010672453790903091,-0.010390557479695417,-0.010108661168487743,-0.009826764857280068,-0.009544868546072394,-0.00926297223486472,-0.008981075923657045,-0.00869917961244937,-0.008417283301241696,-0.008135386990034021,-0.007853490678826347,-0.0075715943676186725,-0.007289698056410998,-0.007007801745203324,-0.006725905433995649,-0.006444009122787975,-0.0061621128115803,-0.005880216500372626,-0.0055983201891649514,-0.005316423877957277,-0.0050345275667496026,-0.004752631255541928,-0.004470734944334254,-0.004188838633126579,-0.003906942321918905,-0.0036250460107112303,-0.003343149699503556,-0.0030612533882958815,-0.002779357077088207,-0.0024974607658805326,-0.002215564454672858,-0.0019336681434651837,-0.0016517718322575092,-0.0013698755210498348,-0.0010879792098421603,-0.0008060828986344859,-0.0005241865874268115,-0.000242290276219137,0.00003960603498853743,0.0003215023461962119,0.0006033986574038863,0.0008852949686115608,0.0011671912798192352,0.0014490875910269096,0.001730983902234584,0.0020128802134422585,0.002294776524649933,0.0025766728358576074,0.002858569147065282,0.0031404654582729563,0.0034223617694806308,0.003704258080688305,0.00398615439189598,0.004268050703103654,0.0045499470143113285,0.004831843325519003,0.005113739636726677,0.005395635947934352,0.005677532259142026,0.005959428570349701,0.006241324881557375,0.00652322119276505,0.006805117503972724,0.0070870138151803985,0.007368910126388073]}"
