"Step","Conv-Residual-56Layers - gradients/layer3.0.conv1.weight"
"1706","{""values"":[1,0,1,0,1,0,0,2,4,3,7,6,9,9,21,12,30,40,66,62,99,128,147,204,266,343,437,549,637,844,925,1043,1160,1298,1327,1303,1268,1095,968,849,726,579,472,339,292,211,151,111,93,66,63,46,32,22,15,15,8,12,7,3,3,0,0,2],""_type"":""histogram"",""bins"":[-0.007347744423896074,-0.007136713385989424,-0.006925682348082773,-0.006714651310176123,-0.0065036202722694725,-0.006292589234362822,-0.006081558196456172,-0.005870527158549521,-0.005659496120642871,-0.00544846508273622,-0.00523743404482957,-0.005026403006922919,-0.004815371969016269,-0.004604340931109618,-0.004393309893202968,-0.0041822788552963175,-0.003971247817389667,-0.0037602167794830166,-0.003549185741576366,-0.0033381547036697157,-0.0031271236657630652,-0.0029160926278564148,-0.0027050615899497643,-0.002494030552043114,-0.0022829995141364634,-0.002071968476229813,-0.0018609374383231625,-0.001649906400416512,-0.0014388753625098616,-0.0012278443246032111,-0.0010168132866965607,-0.0008057822487899102,-0.0005947512108832598,-0.0003837201729766093,-0.00017268913506995887,0.00003834190283669159,0.00024937294074334204,0.0004604039786499925,0.000671435016556643,0.0008824660544632934,0.0010934970923699439,0.0013045281302765943,0.0015155591681832448,0.0017265902060898952,0.0019376212439965457,0.002148652281903196,0.0023596833198098466,0.002570714357716497,0.0027817453956231475,0.002992776433529798,0.0032038074714364484,0.003414838509343099,0.0036258695472497493,0.0038369005851563998,0.00404793162306305,0.004258962660969701,0.004469993698876351,0.004681024736783002,0.004892055774689652,0.0051030868125963025,0.005314117850502953,0.005525148888409603,0.005736179926316254,0.005947210964222904,0.006158242002129555]}"
"1715","{""_type"":""histogram"",""values"":[2,0,3,1,0,0,3,6,4,10,11,13,11,12,35,39,58,56,80,109,141,167,216,281,362,480,557,663,779,889,975,1116,1191,1213,1234,1156,1083,1004,764,707,610,520,391,339,274,209,141,133,100,64,49,46,30,29,27,12,10,4,4,4,1,1,0,3],""bins"":[-0.004105382598936558,-0.0039825928179197945,-0.003859803036903031,-0.003737013255886268,-0.0036142234748695046,-0.0034914336938527413,-0.003368643912835978,-0.0032458541318192147,-0.0031230643508024514,-0.003000274569785688,-0.0028774847887689248,-0.0027546950077521615,-0.002631905226735398,-0.002509115445718635,-0.0023863256647018716,-0.0022635358836851083,-0.002140746102668345,-0.0020179563216515817,-0.0018951665406348184,-0.001772376759618055,-0.0016495869786012918,-0.0015267971975845285,-0.0014040074165677652,-0.0012812176355510019,-0.0011584278545342386,-0.0010356380735174753,-0.000912848292500712,-0.0007900585114839487,-0.0006672687304671854,-0.0005444789494504221,-0.0004216891684336588,-0.0002988993874168955,-0.00017610960640013218,-0.00005331982538336888,0.00006946995563339442,0.00019225973665015772,0.000315049517666921,0.0004378392986836843,0.0005606290797004476,0.0006834188607172109,0.0008062086417339742,0.0009289984227507375,0.0010517882037675008,0.0011745779847842641,0.0012973677658010274,0.0014201575468177907,0.001542947327834554,0.0016657371088513173,0.0017885268898680806,0.001911316670884844,0.002034106451901607,0.0021568962329183705,0.002279686013935134,0.002402475794951897,0.0025252655759686604,0.0026480553569854237,0.002770845138002187,0.0028936349190189503,0.0030164247000357136,0.003139214481052477,0.00326200426206924,0.0033847940430860035,0.003507583824102767,0.00363037360511953,0.0037531633861362934]}"
"1725","{""_type"":""histogram"",""values"":[1,1,1,3,1,4,4,5,6,15,22,21,25,39,69,72,92,128,161,223,288,370,459,569,747,868,1067,1236,1333,1392,1416,1339,1180,1080,917,751,553,451,375,289,219,154,120,83,68,53,49,36,17,14,14,5,9,2,2,5,3,2,0,1,1,0,0,2],""bins"":[-0.003568151965737343,-0.0034492136619519442,-0.0033302753581665456,-0.003211337054381147,-0.0030923987505957484,-0.00297346044681035,-0.0028545221430249512,-0.0027355838392395526,-0.002616645535454154,-0.0024977072316687554,-0.002378768927883357,-0.002259830624097958,-0.0021408923203125596,-0.002021954016527161,-0.0019030157127417624,-0.0017840774089563638,-0.0016651391051709652,-0.0015462008013855666,-0.001427262497600168,-0.0013083241938147694,-0.0011893858900293708,-0.0010704475862439722,-0.0009515092824585736,-0.000832570978673175,-0.0007136326748877764,-0.0005946943711023778,-0.00047575606731697917,-0.00035681776353158057,-0.00023787945974618196,-0.00011894115596078336,-2.852175384759903e-9,0.00011893545161001384,0.00023787375539541245,0.00035681205918081105,0.00047575036296620965,0.0005946886667516083,0.0007136269705370069,0.0008325652743224055,0.0009515035781078041,0.0010704418818932027,0.0011893801856786013,0.0013083184894639999,0.0014272567932493985,0.001546195097034797,0.0016651334008201957,0.0017840717046055943,0.0019030100083909929,0.0020219483121763915,0.00214088661596179,0.0022598249197471887,0.0023787632235325873,0.002497701527317986,0.0026166398311033845,0.002735578134888783,0.0028545164386741817,0.0029734547424595803,0.003092393046244979,0.0032113313500303775,0.003330269653815776,0.0034492079576011747,0.0035681462613865733,0.003687084565171972,0.0038060228689573705,0.003924961172742769,0.004043899476528168]}"
"1734","{""_type"":""histogram"",""values"":[1,0,0,1,1,2,2,1,8,8,5,12,16,21,37,38,57,68,95,142,165,198,286,334,416,487,628,735,898,979,1121,1185,1234,1291,1170,1109,991,818,749,642,557,417,359,261,220,152,125,120,65,54,40,20,22,18,15,11,10,5,4,2,2,0,0,2],""bins"":[-0.006900340784341097,-0.006693758812616579,-0.006487176840892062,-0.006280594869167544,-0.006074012897443026,-0.005867430925718509,-0.005660848953993991,-0.005454266982269473,-0.005247685010544956,-0.005041103038820438,-0.0048345210670959204,-0.004627939095371403,-0.004421357123646885,-0.0042147751519223675,-0.00400819318019785,-0.0038016112084733322,-0.0035950292367488146,-0.003388447265024297,-0.0031818652932997793,-0.0029752833215752617,-0.002768701349850744,-0.0025621193781262264,-0.0023555374064017087,-0.002148955434677191,-0.0019423734629526734,-0.0017357914912281558,-0.0015292095195036381,-0.0013226275477791205,-0.0011160455760546029,-0.0009094636043300852,-0.0007028816326055676,-0.0004962996608810499,-0.0002897176891565323,-0.00008313571743201464,0.000123446254292503,0.00033002822601702064,0.0005366101977415383,0.0007431921694660559,0.0009497741411905736,0.0011563561129150912,0.0013629380846396089,0.0015695200563641265,0.0017761020280886441,0.001982683999813162,0.0021892659715376794,0.002395847943262197,0.0026024299149867147,0.0028090118867112324,0.00301559385843575,0.0032221758301602677,0.0034287578018847853,0.003635339773609303,0.0038419217453338206,0.004048503717058338,0.004255085688782856,0.0044616676605073735,0.004668249632231891,0.004874831603956409,0.0050814135756809264,0.005287995547405444,0.005494577519129962,0.005701159490854479,0.005907741462578997,0.006114323434303515,0.006320905406028032]}"
"1743","{""values"":[3,4,5,5,7,12,13,18,24,22,26,36,48,60,74,86,128,199,223,265,327,443,499,605,710,827,913,1184,1160,1175,1176,1133,979,943,839,764,646,503,459,379,299,228,185,167,112,123,83,64,63,46,31,23,15,18,15,12,3,6,7,2,1,2,1,4],""_type"":""histogram"",""bins"":[-0.004443596117198467,-0.004294395839679055,-0.004145195562159643,-0.00399599528464023,-0.003846795007120818,-0.0036975947296014056,-0.0035483944520819932,-0.003399194174562581,-0.0032499938970431685,-0.003100793619523756,-0.002951593342004344,-0.0028023930644849315,-0.002653192786965519,-0.002503992509446107,-0.0023547922319266945,-0.002205591954407282,-0.00205639167688787,-0.0019071913993684575,-0.0017579911218490452,-0.0016087908443296328,-0.0014595905668102205,-0.0013103902892908081,-0.0011611900117713958,-0.0010119897342519835,-0.0008627894567325711,-0.0007135891792131588,-0.0005643889016937464,-0.0004151886241743341,-0.00026598834665492177,-0.00011678806913550943,0.00003241220838390291,0.00018161248590331525,0.0003308127634227276,0.0004800130409421399,0.0006292133184615523,0.0007784135959809646,0.0009276138735003769,0.0010768141510197893,0.0012260144285392016,0.001375214706058614,0.0015244149835780263,0.0016736152610974386,0.001822815538616851,0.0019720158161362633,0.0021212160936556756,0.002270416371175088,0.0024196166486945003,0.0025688169262139127,0.002718017203733325,0.0028672174812527373,0.0030164177587721497,0.003165618036291562,0.0033148183138109744,0.0034640185913303867,0.003613218868849799,0.0037624191463692114,0.003911619423888624,0.004060819701408036,0.004210019978927448,0.004359220256446861,0.004508420533966273,0.004657620811485685,0.004806821089005098,0.00495602136652451,0.005105221644043922]}"
"1753","{""_type"":""histogram"",""values"":[2,1,0,3,6,2,6,5,14,16,24,26,41,52,68,84,110,147,215,281,317,440,495,730,780,991,1070,1203,1235,1332,1313,1201,1116,964,880,679,588,419,393,292,211,161,123,91,63,54,56,24,20,33,14,12,7,7,2,2,4,2,2,1,0,1,0,1],""bins"":[-0.003788621397688985,-0.003660962127469247,-0.0035333028572495095,-0.003405643587029772,-0.003277984316810034,-0.0031503250465902966,-0.003022665776370559,-0.0028950065061508212,-0.0027673472359310836,-0.002639687965711346,-0.0025120286954916082,-0.0023843694252718706,-0.002256710155052133,-0.0021290508848323952,-0.0020013916146126576,-0.00187373234439292,-0.0017460730741731822,-0.0016184138039534446,-0.001490754533733707,-0.0013630952635139693,-0.0012354359932942316,-0.001107776723074494,-0.0009801174528547563,-0.0008524581826350186,-0.0007247989124152809,-0.0005971396421955433,-0.0004694803719758056,-0.00034182110175606795,-0.00021416183153633028,-0.00008650256131659262,0.000041156708903145045,0.0001688159791228827,0.00029647524934262037,0.00042413451956235804,0.0005517937897820957,0.0006794530600018334,0.000807112330221571,0.0009347716004413087,0.0010624308706610464,0.001190090140880784,0.0013177494111005217,0.0014454086813202593,0.001573067951539997,0.0017007272217597347,0.0018283864919794723,0.00195604576219921,0.0020837050324189477,0.0022113643026386853,0.002339023572858423,0.0024666828430781607,0.0025943421132978983,0.002722001383517636,0.0028496606537373737,0.0029773199239571113,0.003104979194176849,0.0032326384643965866,0.0033602977346163243,0.003487957004836062,0.0036156162750557996,0.0037432755452755373,0.003870934815495275,0.003998594085715013,0.00412625335593475,0.004253912626154488,0.004381571896374226]}"
"1762","{""_type"":""histogram"",""values"":[2,0,2,0,2,3,4,4,7,3,7,9,13,14,24,21,25,46,61,58,76,102,127,180,230,279,409,494,615,780,971,1210,1365,1504,1580,1489,1311,1166,886,774,594,488,381,245,210,169,136,101,55,59,34,26,25,13,11,9,4,4,1,6,2,2,2,2],""bins"":[-0.004607838578522205,-0.004473382563446648,-0.0043389265483710915,-0.0042044705332955346,-0.004070014518219978,-0.003935558503144421,-0.0038011024880688637,-0.003666646472993307,-0.00353219045791775,-0.003397734442842193,-0.003263278427766636,-0.003128822412691079,-0.002994366397615522,-0.002859910382539965,-0.0027254543674644083,-0.0025909983523888513,-0.0024565423373132944,-0.0023220863222377375,-0.0021876303071621805,-0.0020531742920866236,-0.0019187182770110667,-0.0017842622619355097,-0.0016498062468599528,-0.0015153502317843959,-0.001380894216708839,-0.001246438201633282,-0.001111982186557725,-0.0009775261714821681,-0.0008430701564066112,-0.0007086141413310543,-0.0005741581262554973,-0.0004397021111799404,-0.00030524609610438347,-0.00017079008102882653,-0.0000363340659532696,0.00009812194912228733,0.00023257796419784427,0.0003670339792734012,0.0005014899943489581,0.0006359460094245151,0.000770402024500072,0.0009048580395756289,0.0010393140546511859,0.0011737700697267428,0.0013082260848022997,0.0014426820998778567,0.0015771381149534136,0.0017115941300289705,0.0018460501451045275,0.0019805061601800844,0.0021149621752556413,0.0022494181903311983,0.002383874205406755,0.002518330220482312,0.002652786235557869,0.002787242250633426,0.002921698265708983,0.00305615428078454,0.003190610295860097,0.0033250663109356537,0.0034595223260112107,0.0035939783410867676,0.0037284343561623245,0.0038628903712378815,0.003997346386313438]}"
"1772","{""_type"":""histogram"",""values"":[1,0,0,0,1,1,1,5,1,4,1,4,0,8,13,22,18,18,30,41,55,74,82,116,164,205,278,340,494,595,687,893,992,1350,1343,1402,1400,1392,1163,1074,884,688,558,446,358,287,217,187,131,118,81,54,47,34,26,10,14,9,7,5,0,0,0,3],""bins"":[-0.003295915201306343,-0.0032039521101978607,-0.0031119890190893784,-0.003020025927980896,-0.0029280628368724138,-0.0028360997457639314,-0.002744136654655449,-0.0026521735635469668,-0.0025602104724384844,-0.002468247381330002,-0.0023762842902215198,-0.0022843211991130374,-0.002192358108004555,-0.0021003950168960728,-0.0020084319257875904,-0.0019164688346791081,-0.0018245057435706258,-0.0017325426524621435,-0.0016405795613536611,-0.0015486164702451788,-0.0014566533791366965,-0.0013646902880282141,-0.0012727271969197318,-0.0011807641058112495,-0.0010888010147027671,-0.0009968379235942848,-0.0009048748324858025,-0.0008129117413773201,-0.0007209486502688378,-0.0006289855591603555,-0.0005370224680518731,-0.0004450593769433908,-0.0003530962858349085,-0.00026113319472642615,-0.00016917010361794382,-0.00007720701250946149,0.000014756078599020839,0.00010671916970750317,0.0001986822608159855,0.00029064535192446783,0.00038260844303295016,0.0004745715341414325,0.0005665346252499148,0.0006584977163583972,0.0007504608074668795,0.0008424238985753618,0.0009343869896838441,0.0010263500807923265,0.0011183131719008088,0.0012102762630092911,0.0013022393541177735,0.0013942024452262558,0.0014861655363347381,0.0015781286274432205,0.0016700917185517028,0.0017620548096601851,0.0018540179007686675,0.0019459809918771498,0.002037944082985632,0.0021299071740941145,0.002221870265202597,0.002313833356311079,0.0024057964474195614,0.0024977595385280438,0.002589722629636526]}"
"1781","{""_type"":""histogram"",""values"":[1,1,0,3,1,2,3,2,5,8,7,10,12,18,24,45,56,83,113,191,242,390,571,776,1080,1315,1694,1876,2045,1882,1632,1324,936,645,513,312,204,135,106,60,42,27,10,8,2,6,5,1,2,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1],""bins"":[-0.0063080862164497375,-0.006086746565415524,-0.00586540691438131,-0.005644067263347097,-0.005422727612312883,-0.0052013879612786695,-0.004980048310244456,-0.004758708659210242,-0.004537369008176029,-0.004316029357141815,-0.0040946897061076015,-0.003873350055073388,-0.0036520104040391743,-0.0034306707530049607,-0.003209331101970747,-0.0029879914509365335,-0.00276665179990232,-0.0025453121488681063,-0.0023239724978338927,-0.002102632846799679,-0.0018812931957654655,-0.001659953544731252,-0.0014386138936970383,-0.0012172742426628247,-0.000995934591628611,-0.0007745949405943975,-0.0005532552895601839,-0.0003319156385259703,-0.00011057598749175668,0.00011076366354245692,0.00033210331457667053,0.0005534429656108841,0.0007747826166450977,0.0009961222676793113,0.001217461918713525,0.0014388015697477385,0.0016601412207819521,0.0018814808718161657,0.0021028205228503793,0.002324160173884593,0.0025454998249188066,0.00276683947595302,0.0029881791269872338,0.0032095187780214474,0.003430858429055661,0.0036521980800898746,0.003873537731124088,0.004094877382158302,0.004316217033192515,0.004537556684226729,0.004758896335260943,0.004980235986295156,0.00520157563732937,0.005422915288363583,0.005644254939397797,0.005865594590432011,0.006086934241466224,0.006308273892500438,0.006529613543534651,0.006750953194568865,0.006972292845603079,0.007193632496637292,0.007414972147671506,0.007636311798705719,0.007857651449739933]}"
"1791","{""_type"":""histogram"",""values"":[1,0,0,2,3,2,4,5,6,6,7,15,15,20,38,44,50,77,89,106,143,196,272,335,409,509,653,723,945,1074,1127,1267,1348,1294,1184,1143,1002,861,747,603,462,362,265,236,192,159,106,82,62,44,41,30,17,15,10,8,2,6,1,3,1,0,0,3],""bins"":[-0.006182491313666105,-0.005995841565891169,-0.005809191818116233,-0.0056225420703412965,-0.00543589232256636,-0.005249242574791424,-0.005062592827016488,-0.0048759430792415515,-0.004689293331466615,-0.004502643583691679,-0.004315993835916743,-0.004129344088141806,-0.00394269434036687,-0.003756044592591934,-0.0035693948448169976,-0.0033827450970420614,-0.003196095349267125,-0.003009445601492189,-0.0028227958537172526,-0.0026361461059423164,-0.00244949635816738,-0.002262846610392444,-0.0020761968626175076,-0.0018895471148425713,-0.001702897367067635,-0.0015162476192926988,-0.0013295978715177625,-0.0011429481237428263,-0.00095629837596789,-0.0007696486281929538,-0.0005829988804180175,-0.00039634913264308125,-0.000209699384868145,-0.00002304963709320873,0.00016360011068172753,0.0003502498584566638,0.0005368996062316,0.0007235493540065363,0.0009101991017814726,0.0010968488495564088,0.001283498597331345,0.0014701483451062813,0.0016567980928812176,0.0018434478406561539,0.00203009758843109,0.0022167473362060264,0.0024033970839809626,0.002590046831755899,0.002776696579530835,0.0029633463273057714,0.0031499960750807077,0.003336645822855644,0.00352329557063058,0.0037099453184055164,0.0038965950661804527,0.004083244813955389,0.004269894561730325,0.0044565443095052615,0.004643194057280198,0.004829843805055134,0.00501649355283007,0.0052031433006050065,0.005389793048379943,0.005576442796154879,0.005763092543929815]}"
